frp,brightness,brightness_ti5,temp_delta_ti4_ti5,confidence,is_night,facility_distance_m,facility_type_encoded,persistence_score,anomaly_score,cluster_density_3km,historical_recurrence,target
33.84,344.88,307.1,37.78,0.821,1,43.4,1,0.895,0.345,4,16,1
27.4,334.97,312.73,22.23,0.785,1,480.7,7,0.682,0.662,6,2,3
49.23,317.72,301.49,16.23,0.684,0,158.5,4,0.85,0.655,5,6,3
25.19,379.92,350.47,29.45,0.81,1,32.8,1,0.208,0.939,4,3,0
26.68,345.82,325.28,20.54,0.798,0,317.1,6,0.594,0.368,4,8,3
4.41,300.7,298.42,2.28,0.386,0,1727.7,7,0.068,0.341,2,0,5
34.56,347.88,325.58,22.3,0.838,1,651.0,6,0.432,0.408,6,1,3
3.67,312.37,305.35,7.02,0.348,0,2397.8,0,0.024,0.056,2,0,5
11.03,310.93,295.84,15.09,0.62,0,4020.7,0,0.023,0.249,9,1,2
10.46,302.14,289.63,12.5,0.853,0,4913.1,0,0.079,0.133,10,1,2
9.7,310.88,300.74,10.14,0.894,0,9121.1,0,0.203,0.19,7,2,2
108.66,343.28,306.2,37.08,0.843,1,18953.6,0,0.285,0.899,11,1,4
11.45,309.18,295.02,14.16,0.856,1,14030.8,0,0.235,0.204,7,3,2
7.36,319.99,308.84,11.16,0.513,0,10858.8,0,0.046,0.32,2,3,2
2.29,326.21,319.69,6.52,0.518,0,1836.9,0,0.149,0.125,5,1,2
7.53,299.95,287.74,12.21,0.678,0,10442.2,0,0.22,0.262,6,2,2
53.22,363.54,340.82,22.72,0.948,0,160.1,3,0.146,0.747,6,0,0
12.96,335.66,309.97,25.69,0.873,0,573.0,6,0.419,0.364,2,4,3
12.74,304.81,298.54,6.27,0.804,0,6387.6,0,0.223,0.389,7,1,2
8.49,324.91,308.31,16.6,0.671,0,6843.5,0,0.205,0.17,7,2,2
2.93,326.14,322.4,3.74,0.734,0,14833.4,0,0.246,0.423,10,7,2
5.49,293.48,283.04,10.44,0.826,0,6479.0,0,0.116,0.413,8,1,2
20.53,378.12,318.81,59.31,0.921,1,248.1,1,0.866,0.423,1,12,1
3.86,321.31,315.93,5.39,0.525,0,2455.8,0,0.24,0.097,1,3,5
129.18,329.84,299.72,30.12,0.964,1,24430.7,0,0.297,0.868,10,2,4
6.24,322.07,310.2,11.86,0.762,1,4751.2,0,0.093,0.227,8,7,2
5.77,323.3,313.27,10.02,0.598,0,5454.4,0,0.184,0.24,7,1,2
14.48,328.84,321.79,7.05,0.715,0,9623.5,0,0.224,0.152,12,4,2
11.3,305.17,295.15,10.02,0.803,0,13472.0,0,0.148,0.198,11,2,2
8.15,319.53,309.74,9.79,0.699,0,5517.8,0,0.159,0.31,9,0,2
40.79,344.15,311.47,32.68,0.857,0,81.0,3,0.725,0.414,3,8,1
80.74,361.4,341.55,19.85,0.929,1,159.3,1,0.056,0.896,5,3,0
7.33,303.58,296.91,6.67,0.556,0,5793.3,0,0.168,0.165,0,2,5
11.96,307.27,284.15,23.12,0.641,1,561.4,4,0.611,0.405,5,4,3
12.21,306.9,302.53,4.37,0.49,1,4751.8,0,0.045,0.386,1,1,5
64.03,347.65,326.02,21.63,0.906,0,308.0,7,0.375,0.785,5,0,0
89.18,366.82,338.4,28.42,0.778,1,6998.2,0,0.297,0.76,11,1,4
30.13,341.2,311.51,29.68,0.807,0,181.3,1,0.678,0.29,2,14,1
12.01,318.38,306.91,11.47,0.638,1,13325.2,0,0.176,0.237,7,2,2
3.22,312.48,306.67,5.81,0.315,0,2152.6,0,0.079,0.322,0,1,5
17.24,321.77,312.1,9.67,0.691,0,8590.4,0,0.221,0.125,14,1,2
32.12,371.58,336.25,35.33,0.931,1,139.6,1,0.214,0.853,7,0,0
11.04,310.6,308.12,2.48,0.583,0,9362.4,0,0.217,0.242,10,2,2
17.06,330.98,314.47,16.52,0.84,1,6025.4,0,0.038,0.33,11,0,2
3.26,317.97,304.05,13.92,0.739,0,11571.6,0,0.131,0.315,7,1,2
5.65,325.44,310.48,14.96,0.58,0,13816.4,0,0.088,0.128,8,3,2
3.61,317.26,308.8,8.46,0.409,0,5212.0,0,0.032,0.347,0,0,5
14.52,321.86,307.71,14.15,0.518,0,7361.8,0,0.241,0.133,11,0,2
35.62,360.77,339.58,21.19,0.84,1,483.2,1,0.193,0.742,5,3,0
15.0,318.89,301.46,17.43,0.646,0,9034.2,0,0.191,0.169,7,1,2
25.13,350.61,318.68,31.93,0.953,1,305.0,3,0.81,0.421,2,10,1
15.09,320.92,315.19,5.72,0.609,0,1968.6,0,0.236,0.198,12,3,2
42.84,336.65,311.54,25.11,0.924,0,52.4,3,0.116,0.798,3,1,0
14.32,361.42,323.33,38.08,0.883,1,25.9,1,0.883,0.226,3,7,1
56.82,369.19,353.63,15.56,0.942,0,322.9,2,0.38,0.793,3,2,0
115.38,336.26,310.3,25.96,0.803,1,190.2,5,0.327,0.82,3,2,0
15.88,385.06,337.46,47.6,0.846,1,56.6,1,0.696,0.217,2,11,1
83.66,383.18,361.22,21.96,0.785,0,17970.8,0,0.251,0.947,8,1,4
112.77,370.38,341.43,28.94,0.763,0,13905.3,0,0.233,0.76,15,2,4
13.69,368.45,330.62,37.83,0.919,1,22.9,2,0.673,0.346,2,10,1
141.69,344.34,324.43,19.91,0.824,0,138.4,2,0.406,0.895,6,0,0
4.38,302.5,296.69,5.81,0.509,0,2013.8,7,0.182,0.148,1,0,5
10.66,328.09,313.18,14.91,0.706,0,14740.6,0,0.107,0.211,11,4,2
22.1,355.12,309.39,45.73,0.816,1,267.2,1,0.876,0.356,3,9,1
67.27,349.28,330.26,19.02,0.858,0,108.2,3,0.286,0.727,5,2,0
7.09,335.93,320.94,14.99,0.533,0,11031.1,0,0.125,0.163,14,1,2
10.37,317.56,310.64,6.92,0.562,1,6002.7,0,0.073,0.396,2,1,5
47.29,364.8,340.36,24.43,0.955,1,220.8,1,0.325,0.776,2,1,0
42.49,336.98,324.37,12.61,0.902,0,23.8,2,0.185,0.783,1,2,0
24.97,316.4,301.6,14.8,0.781,0,292.5,7,0.53,0.471,6,10,3
1.64,306.27,296.74,9.53,0.456,0,5482.3,7,0.235,0.261,0,0,5
22.34,334.46,291.29,43.17,0.833,1,110.5,1,0.841,0.533,1,11,1
9.08,326.38,316.75,9.63,0.652,0,6258.6,0,0.047,0.293,7,2,2
18.75,331.95,289.53,42.42,0.988,0,230.0,1,0.772,0.475,1,12,1
5.21,332.75,320.16,12.58,0.78,0,14624.2,0,0.179,0.148,8,1,2
10.71,314.98,301.01,13.98,0.671,0,12721.4,0,0.197,0.369,11,0,2
9.59,351.23,338.26,12.97,0.586,0,14055.6,0,0.079,0.402,11,0,2
8.62,307.64,294.29,13.36,0.552,0,1834.3,0,0.115,0.431,9,2,2
127.9,360.85,322.71,38.15,0.907,0,17413.6,0,0.173,0.704,13,1,4
28.56,327.51,298.43,29.08,0.756,0,18.6,3,0.356,0.774,1,0,0
46.0,348.53,330.41,18.12,0.914,1,293.3,2,0.974,0.367,1,7,1
151.26,361.36,332.73,28.63,0.91,0,9728.3,0,0.339,0.887,9,2,4
70.8,343.23,312.63,30.6,0.832,0,621.9,1,0.126,0.885,3,0,0
80.41,361.22,341.5,19.71,0.965,1,12905.6,0,0.373,0.661,13,1,4
22.18,357.26,335.55,21.71,0.728,1,273.5,6,0.791,0.528,1,5,3
12.98,318.87,301.55,17.32,0.867,1,12657.1,0,0.136,0.18,7,2,2
10.81,357.84,311.96,45.88,0.868,1,161.6,1,0.777,0.222,2,10,1
53.16,342.04,310.56,31.48,0.951,1,668.4,1,0.379,0.881,3,3,0
75.08,364.41,326.54,37.87,0.969,1,10158.3,0,0.331,0.937,18,0,4
101.53,366.44,337.59,28.85,0.904,1,13691.3,0,0.333,0.693,12,1,4
9.11,317.69,310.63,7.06,0.714,0,11560.4,0,0.063,0.141,7,1,2
17.14,325.38,318.77,6.61,0.698,0,13484.4,0,0.211,0.127,11,3,2
29.49,316.74,294.39,22.35,0.907,0,421.0,6,0.424,0.394,4,5,3
7.35,328.11,321.05,7.06,0.768,0,9174.9,0,0.182,0.433,6,2,2
40.82,355.06,332.48,22.57,0.977,1,73.2,1,0.27,0.902,3,5,0
60.54,340.78,316.21,24.57,0.709,0,139.0,3,0.136,0.902,5,2,0
6.94,316.15,306.09,10.06,0.546,0,8097.9,0,0.022,0.266,9,0,2
12.52,339.98,333.36,6.61,0.858,0,905.0,4,0.578,0.478,3,2,3
11.71,312.03,288.22,23.81,0.596,0,4967.4,0,0.083,0.237,10,3,2
37.75,366.2,342.47,23.72,0.779,0,7.3,2,0.281,0.86,3,1,0
93.17,330.59,312.24,18.36,0.706,1,15.0,1,0.28,0.869,5,4,0
36.52,339.4,301.81,37.59,0.959,0,10672.7,0,0.451,0.853,10,0,4
14.74,323.77,311.47,12.31,0.741,0,1804.1,0,0.091,0.225,10,0,2
102.47,414.95,387.05,27.91,0.936,0,22066.6,0,0.331,0.707,9,1,4
5.35,319.92,313.92,6.0,0.627,0,14384.1,0,0.21,0.239,6,0,2
4.98,301.9,288.65,13.25,0.387,1,1652.2,0,0.283,0.4,1,0,5
34.93,344.69,311.44,33.25,0.875,1,56.6,2,0.736,0.207,2,9,1
5.46,287.22,276.79,10.43,0.598,1,14475.7,0,0.104,0.425,5,1,2
15.67,298.04,284.4,13.64,0.236,1,7139.5,0,0.273,0.253,1,0,5
63.09,414.52,396.29,18.24,0.846,1,11240.0,0,0.29,0.908,8,1,4
39.44,350.52,321.6,28.91,0.949,1,194.6,2,0.888,0.496,2,12,1
6.45,309.41,304.05,5.36,0.638,0,2338.0,0,0.063,0.204,11,2,2
19.03,357.34,339.16,18.18,0.736,1,387.6,6,0.821,0.548,1,3,3
26.71,373.18,348.57,24.61,0.905,0,57.5,7,0.22,0.826,4,0,0
25.87,323.78,320.19,3.59,0.595,0,10821.9,0,0.179,0.102,9,3,2
5.11,300.58,286.13,14.46,0.771,0,10115.8,0,0.215,0.331,8,1,2
17.82,331.34,309.97,21.38,0.848,0,422.5,6,0.777,0.632,5,4,3
6.4,314.25,300.56,13.69,0.791,1,4460.9,0,0.115,0.203,7,2,2
24.35,333.52,330.54,2.98,0.74,0,2719.2,0,0.046,0.411,8,0,2
72.44,331.93,310.32,21.61,0.86,0,54.1,3,0.066,0.971,5,1,0
23.85,372.37,353.53,18.84,0.978,1,418.0,2,0.654,0.208,4,15,1
7.67,333.77,318.11,15.66,0.845,1,11748.3,0,0.131,0.115,11,0,2
9.78,308.2,298.87,9.33,0.65,0,11630.6,0,0.058,0.26,9,1,2
13.04,329.41,315.35,14.06,0.541,0,2698.9,0,0.118,0.147,6,0,2
92.6,364.18,334.35,29.83,0.906,1,23331.2,0,0.43,0.734,10,1,4
18.51,367.84,324.4,43.44,0.814,1,127.1,1,0.627,0.316,3,7,1
4.35,318.11,307.93,10.18,0.345,0,7987.5,0,0.162,0.28,1,0,5
37.24,372.13,334.7,37.43,0.922,0,67.3,2,0.671,0.498,2,11,1
15.75,359.44,332.38,27.06,0.888,1,130.9,2,0.725,0.524,2,8,1
50.14,337.87,301.07,36.8,0.974,1,107.8,2,0.146,0.804,3,0,0
14.79,356.71,340.08,16.63,0.712,0,398.5,6,0.493,0.476,1,6,3
21.63,346.63,325.15,21.49,0.791,1,1195.5,4,0.608,0.548,3,0,3
6.11,304.19,291.02,13.17,0.671,0,3555.0,0,0.096,0.256,8,0,2
29.24,348.88,294.41,54.47,0.989,0,149.4,1,0.871,0.436,1,10,1
14.63,338.08,321.41,16.66,0.526,0,14169.2,0,0.145,0.364,9,1,2
25.72,384.38,357.11,27.27,0.97,0,78.4,1,0.769,0.359,2,11,1
11.54,333.71,322.75,10.96,0.72,1,6555.1,0,0.085,0.326,5,2,2
25.46,326.7,308.47,18.23,0.861,1,277.5,6,0.622,0.583,3,4,3
27.02,356.37,307.7,48.67,0.814,1,148.1,1,0.623,0.33,1,12,1
49.61,332.41,314.4,18.01,0.999,1,387.6,7,0.186,0.783,4,1,0
7.09,315.96,298.95,17.01,0.561,1,5203.7,0,0.025,0.11,9,2,2
28.68,347.83,337.27,10.56,0.803,1,205.8,7,0.546,0.662,2,5,3
4.61,299.86,287.4,12.46,0.314,1,6587.7,7,0.035,0.052,1,0,5
18.8,354.98,339.73,15.26,0.98,0,263.9,3,0.436,0.961,3,3,0
5.27,318.11,314.13,3.98,0.685,0,9945.1,0,0.228,0.163,6,1,2
9.28,323.04,316.07,6.96,0.713,0,12209.2,0,0.068,0.161,5,2,2
19.47,336.0,313.92,22.08,0.864,0,257.2,2,0.837,0.412,4,12,1
37.51,343.63,311.83,31.8,0.962,0,64.7,1,0.64,0.514,4,12,1
69.62,384.94,358.8,26.14,0.858,0,12254.3,0,0.43,0.914,11,0,4
27.29,362.43,301.71,60.72,0.815,0,180.4,2,0.801,0.324,1,9,1
16.51,316.5,303.11,13.39,0.738,0,12346.3,0,0.194,0.448,7,2,2
67.62,346.97,317.61,29.35,0.909,1,221.1,1,0.281,0.87,6,2,0
2.9,307.32,297.63,9.69,0.482,0,7172.6,0,0.124,0.329,1,2,5
77.19,352.71,323.02,29.69,0.84,1,17.8,5,0.268,0.711,6,0,0
7.44,293.78,291.39,2.39,0.363,0,1983.0,7,0.265,0.303,0,0,5
3.95,328.17,312.54,15.63,0.829,0,14915.7,0,0.104,0.382,6,1,2
89.62,327.97,302.0,25.96,0.783,0,31.9,5,0.324,0.77,1,2,0
5.88,357.43,320.61,36.83,0.966,1,167.9,1,0.742,0.495,7,17,1
29.66,355.88,306.23,49.66,0.916,1,52.4,1,0.743,0.414,1,10,1
32.26,353.05,320.95,32.1,0.951,1,85.2,7,0.065,0.94,3,2,0
33.55,336.38,318.43,17.95,0.628,0,1768.6,7,0.697,0.664,5,2,3
3.7,320.16,308.9,11.25,0.736,1,4345.0,0,0.21,0.351,12,3,2
10.0,326.95,301.93,25.03,0.84,1,1046.1,4,0.517,0.375,5,10,3
15.2,363.58,341.98,21.6,0.886,0,198.7,1,0.917,0.296,2,19,1
36.29,346.0,326.2,19.8,0.953,1,517.7,3,0.426,0.855,4,4,0
2.04,307.23,302.37,4.85,0.227,0,2179.7,7,0.043,0.322,2,1,5
14.85,332.87,317.3,15.57,0.886,0,12145.5,0,0.04,0.43,6,1,2
48.45,328.68,302.38,26.3,0.804,1,70.8,3,0.345,0.705,2,1,0
35.53,320.9,307.02,13.89,0.793,0,4984.1,0,0.191,0.371,9,1,2
9.78,319.38,311.73,7.65,0.543,0,4705.8,0,0.203,0.374,14,1,2
9.16,314.51,302.87,11.64,0.742,0,14579.8,0,0.179,0.394,7,2,2
5.31,327.01,319.5,7.51,0.421,1,3283.8,0,0.232,0.299,2,2,5
23.66,315.39,300.55,14.84,0.714,1,1763.4,6,0.504,0.487,3,4,3
61.66,331.15,313.93,17.21,0.848,0,182.7,7,0.515,0.392,7,6,3
29.43,345.23,327.24,17.99,0.747,0,2.2,3,0.194,0.729,2,2,0
82.35,353.81,332.08,21.72,0.987,0,548.2,5,0.242,0.889,3,1,0
5.18,307.06,299.79,7.27,0.475,1,4329.9,0,0.132,0.354,2,0,5
77.88,373.36,344.56,28.8,0.875,0,70.8,2,0.638,0.296,2,20,1
30.94,329.16,303.33,25.82,0.855,0,42.9,2,0.767,0.302,2,9,1
24.07,350.02,315.42,34.6,0.854,0,85.5,1,0.731,0.402,3,12,1
24.68,328.48,315.55,12.93,0.708,0,326.9,7,0.597,0.387,6,6,3
9.26,308.66,299.52,9.13,0.876,0,3429.1,0,0.112,0.266,9,2,2
10.09,338.12,328.01,10.11,0.738,0,14564.8,0,0.166,0.18,7,0,2
41.06,348.01,324.1,23.91,0.82,1,25.9,1,0.097,0.827,3,1,0
23.99,363.05,333.41,29.63,0.845,1,121.3,2,0.683,0.512,4,12,1
33.55,369.93,326.93,43.0,0.808,1,204.6,3,0.687,0.403,4,20,1
24.14,352.99,335.36,17.63,0.995,1,229.1,1,0.8,0.272,4,11,1
22.61,322.96,312.12,10.84,0.61,1,8084.6,0,0.076,0.348,8,1,2
4.94,306.58,301.69,4.88,0.31,0,4044.7,7,0.267,0.145,1,0,5
7.7,321.68,314.05,7.63,0.575,0,13106.8,0,0.118,0.196,8,0,2
9.79,339.2,321.08,18.12,0.734,0,4943.1,0,0.161,0.352,7,0,2
64.19,336.15,319.63,16.52,0.948,0,133.8,5,0.191,0.88,2,1,0
13.8,341.55,312.64,28.91,0.852,1,59.5,1,0.795,0.264,3,14,1
4.93,314.51,302.47,12.04,0.855,0,10919.1,0,0.109,0.228,9,2,2
6.85,309.03,296.69,12.34,0.748,1,6923.7,0,0.122,0.124,11,1,2
3.65,313.48,311.33,2.15,0.257,1,4829.1,8,0.29,0.187,1,0,5
79.07,348.08,318.97,29.11,0.976,1,17206.5,0,0.349,0.869,11,0,4
52.0,350.44,325.41,25.03,0.931,1,341.1,1,0.23,0.736,5,1,0
27.71,366.96,329.72,37.24,0.928,1,101.1,1,0.907,0.218,4,12,1
22.65,335.71,308.91,26.81,0.696,0,142.2,6,0.441,0.511,3,2,3
5.43,318.72,308.33,10.39,0.763,1,13691.6,0,0.147,0.153,10,1,2
4.14,339.6,333.63,5.97,0.539,0,6136.6,0,0.172,0.448,5,2,2
6.75,327.2,311.41,15.78,0.875,0,2729.9,0,0.135,0.45,16,1,2
21.96,323.57,307.54,16.03,0.777,0,402.4,6,0.578,0.675,3,4,3
3.25,327.67,323.55,4.13,0.574,0,1497.1,7,0.083,0.304,0,0,5
52.87,334.95,312.43,22.53,0.812,1,446.3,2,0.307,0.729,5,2,0
39.07,375.93,351.04,24.89,0.807,0,213.5,3,0.148,0.714,2,2,0
17.86,352.02,332.6,19.42,0.851,1,1594.1,6,0.761,0.414,3,3,3
17.66,315.97,303.68,12.29,0.678,0,13286.1,0,0.023,0.406,10,2,2
57.54,373.83,349.22,24.62,0.826,0,296.6,2,0.312,0.753,4,1,0
13.77,367.07,321.32,45.75,0.895,0,67.3,1,0.726,0.274,2,13,1
35.78,347.77,324.45,23.32,0.963,0,148.6,2,0.234,0.971,3,0,0
16.36,312.1,295.4,16.7,0.864,0,2180.4,0,0.144,0.35,12,2,2
24.01,321.26,293.09,28.18,0.707,1,208.6,1,0.378,0.756,5,0,0
96.61,382.01,373.82,8.2,0.794,1,9646.9,0,0.117,0.797,7,1,4
71.13,362.93,342.47,20.46,0.887,0,41.5,1,0.296,0.917,3,2,0
2.13,296.16,287.58,8.57,0.37,1,4436.9,7,0.038,0.169,0,1,5
2.08,309.13,299.96,9.17,0.546,0,1511.3,7,0.12,0.323,2,0,5
125.98,346.85,315.37,31.48,0.916,1,22274.2,0,0.434,0.745,12,0,4
2.46,290.8,285.2,5.6,0.344,0,1836.4,0,0.203,0.055,1,1,5
66.49,352.83,319.77,33.06,0.807,0,9507.4,0,0.249,0.859,10,0,4
2.33,318.3,311.44,6.86,0.521,0,6862.2,0,0.044,0.392,2,2,5
11.89,324.98,309.14,15.84,0.725,1,490.1,6,0.797,0.36,5,3,3
25.9,345.86,314.09,31.77,0.818,1,89.2,1,0.754,0.207,3,15,1
107.11,367.05,337.02,30.03,0.89,1,8101.3,0,0.247,0.888,11,1,4
20.07,321.81,307.02,14.79,0.531,0,10749.4,0,0.045,0.147,7,2,2
39.15,340.62,319.41,21.21,0.793,1,275.5,3,0.257,0.747,3,3,0
3.23,314.87,308.72,6.16,0.434,1,6956.5,8,0.094,0.328,0,0,5
1.33,302.27,296.36,5.91,0.479,1,6413.0,0,0.241,0.053,1,0,5
12.23,329.23,317.24,11.99,0.714,0,2685.3,0,0.095,0.314,12,1,2
8.34,316.82,303.52,13.3,0.779,0,13241.8,0,0.021,0.162,6,3,2
13.31,309.48,294.32,15.15,0.587,0,3730.6,0,0.232,0.283,9,2,2
5.21,334.4,322.81,11.59,0.566,0,7036.8,0,0.174,0.185,13,1,2
31.63,352.43,314.48,37.95,0.848,1,85.3,1,0.866,0.21,3,14,1
22.12,357.1,309.69,47.41,0.863,1,144.6,3,0.639,0.255,2,11,1
14.76,312.0,296.98,15.03,0.821,0,135.4,6,0.747,0.61,5,5,3
65.33,330.27,305.94,24.33,0.968,1,1110.6,2,0.35,0.757,8,2,0
24.65,341.24,312.31,28.93,0.852,0,2886.4,6,0.645,0.356,2,3,3
26.09,342.03,325.77,16.26,0.611,1,1013.0,4,0.696,0.364,5,5,3
12.81,321.96,308.96,13.01,0.68,0,10761.3,0,0.129,0.122,6,1,2
28.69,333.65,329.85,3.81,0.502,1,6140.2,0,0.203,0.287,11,0,2
7.64,317.77,303.15,14.61,0.555,0,10359.6,0,0.02,0.399,4,3,2
27.46,303.89,292.83,11.06,0.503,0,10438.9,0,0.128,0.124,7,2,2
25.7,374.61,336.13,38.48,0.962,1,96.0,1,0.656,0.401,2,7,1
78.12,341.17,313.16,28.0,0.762,1,22215.2,0,0.232,0.713,12,1,4
2.9,309.87,304.03,5.84,0.461,1,6905.8,7,0.238,0.267,0,0,5
34.98,357.02,338.19,18.84,0.806,1,73.2,1,0.697,0.474,4,12,1
28.35,355.91,326.39,29.52,0.872,0,59.1,1,0.971,0.486,2,10,1
81.65,358.0,325.69,32.31,0.765,0,24292.2,0,0.136,0.927,10,1,4
37.62,381.21,348.93,32.28,0.89,1,66.1,1,0.68,0.379,1,8,1
6.93,337.8,326.21,11.59,0.786,0,4999.9,0,0.115,0.409,8,2,2
12.26,384.86,356.24,28.61,0.942,1,97.3,2,0.908,0.452,3,13,1
7.98,327.64,316.03,11.61,0.896,0,4531.0,0,0.135,0.343,5,3,2
20.23,318.16,300.6,17.56,0.763,1,125.4,6,0.77,0.474,5,2,3
7.86,344.33,329.81,14.52,0.824,0,218.9,6,0.541,0.589,3,6,3
9.72,313.13,298.61,14.52,0.554,1,14070.7,0,0.246,0.127,7,0,2
14.61,298.61,293.92,4.69,0.437,0,1813.2,8,0.2,0.164,1,1,5
60.12,361.03,332.58,28.45,0.864,1,9.5,2,0.337,0.942,3,1,0
10.69,312.77,296.24,16.52,0.718,1,561.2,4,0.458,0.433,4,6,3
15.11,319.25,310.81,8.43,0.785,1,1969.1,6,0.499,0.369,4,1,3
17.63,340.86,326.61,14.25,0.796,0,13946.4,0,0.096,0.139,9,0,2
23.79,332.49,305.58,26.91,0.859,0,222.7,2,0.084,0.936,2,2,0
23.43,351.94,308.75,43.2,0.96,1,7.4,1,0.863,0.348,3,9,1
17.97,361.14,343.78,17.36,0.643,1,1992.9,6,0.692,0.382,1,5,3
139.19,363.2,331.37,31.83,0.792,1,8123.8,0,0.399,0.926,16,0,4
45.27,360.18,318.57,41.62,0.895,0,21353.5,0,0.26,0.861,14,1,4
4.4,309.55,298.65,10.91,0.215,1,4849.8,8,0.05,0.315,2,0,5
5.51,313.28,303.58,9.71,0.285,0,2230.9,7,0.014,0.387,1,1,5
5.31,316.66,306.87,9.79,0.563,0,10581.8,0,0.051,0.121,4,1,2
26.83,371.66,323.93,47.73,0.938,0,41.4,3,0.761,0.536,1,16,1
73.49,367.53,344.45,23.08,0.884,1,129.4,2,0.308,0.856,6,1,0
28.14,344.89,330.14,14.75,0.943,0,4.8,1,0.392,0.969,7,1,0
9.23,318.25,299.34,18.91,0.858,0,3751.3,0,0.215,0.301,6,2,2
39.1,349.69,313.76,35.93,0.863,1,25.1,1,0.605,0.519,1,14,1
58.38,336.1,320.0,16.11,0.77,1,370.7,3,0.282,0.725,4,1,0
14.07,343.55,330.64,12.91,0.509,0,5532.4,0,0.194,0.264,12,2,2
21.41,338.29,324.66,13.63,0.683,0,3283.5,0,0.227,0.357,7,2,2
110.88,375.82,352.17,23.65,0.822,1,503.1,7,0.434,0.702,1,0,0
44.78,338.31,317.68,20.63,0.978,0,607.8,1,0.347,0.853,4,0,0
25.7,328.28,307.79,20.49,0.942,1,150.0,1,0.417,0.754,6,0,0
35.43,360.54,331.45,29.09,0.891,1,49.4,1,0.627,0.503,6,15,1
10.71,319.28,313.49,5.79,0.696,0,10193.0,0,0.189,0.347,11,1,2
85.5,389.89,345.84,44.05,0.884,1,19566.1,0,0.15,0.664,13,1,4
15.17,303.96,293.76,10.2,0.553,0,9164.4,0,0.229,0.34,9,1,2
19.74,312.39,303.92,8.46,0.695,0,5171.4,0,0.205,0.384,11,1,2
124.87,360.46,330.34,30.11,0.901,1,50.3,1,0.373,0.838,2,0,0
76.87,344.76,311.95,32.81,0.818,1,17386.2,0,0.417,0.874,15,0,4
97.26,363.38,333.15,30.23,0.933,1,17247.5,0,0.306,0.718,8,0,4
52.63,332.14,306.09,26.05,0.908,1,45.7,3,0.145,0.791,6,1,0
62.4,360.45,327.53,32.93,0.836,1,99.8,1,0.441,0.768,3,1,0
13.28,341.84,322.06,19.78,0.615,1,163.1,6,0.826,0.428,4,6,3
2.43,300.1,303.2,-3.1,0.548,1,1749.7,0,0.139,0.254,5,2,5
7.61,341.14,320.82,20.32,0.745,1,378.3,6,0.52,0.557,4,1,3
10.86,284.41,269.34,15.07,0.847,0,12033.4,0,0.036,0.256,5,1,2
10.01,312.59,302.47,10.12,0.565,1,6411.9,0,0.065,0.16,8,3,2
30.44,342.54,309.86,32.69,0.789,1,346.9,2,0.317,0.716,2,0,0
30.27,312.0,283.25,28.76,0.82,0,56.8,5,0.279,0.827,2,0,0
6.96,307.01,299.54,7.47,0.291,0,541.7,0,0.04,0.251,1,0,5
2.69,317.0,306.76,10.24,0.463,1,3716.7,0,0.045,0.174,0,0,5
16.98,326.26,309.1,17.16,0.714,0,10974.9,0,0.181,0.249,11,4,2
7.68,304.65,294.1,10.55,0.559,0,1733.4,0,0.048,0.101,8,1,2
24.59,344.01,324.55,19.47,0.998,1,42.6,2,0.143,0.815,5,1,0
37.97,327.52,299.97,27.55,0.894,0,249.9,1,0.334,0.713,3,2,0
15.1,367.48,316.39,51.09,0.863,1,5.0,2,0.915,0.426,1,7,1
17.01,339.84,322.95,16.89,0.747,1,146.6,6,0.61,0.411,2,5,3
26.42,322.17,302.89,19.28,0.719,1,463.1,7,0.404,0.633,1,7,3
6.61,317.25,309.67,7.59,0.55,0,8044.6,0,0.147,0.216,9,2,2
6.37,319.85,312.82,7.03,0.688,0,7399.0,0,0.074,0.245,14,3,2
18.19,327.83,318.58,9.25,0.809,0,13698.6,0,0.052,0.191,8,3,2
5.05,325.91,319.2,6.71,0.525,1,1618.7,0,0.236,0.358,3,2,5
6.24,321.01,307.94,13.07,0.643,0,4958.1,0,0.184,0.225,3,1,2
16.13,321.07,308.32,12.75,0.857,0,3202.3,0,0.056,0.151,6,1,2
57.94,355.77,344.66,11.11,0.852,1,8089.3,0,0.158,0.676,16,2,4
19.86,321.99,315.92,6.07,0.848,0,3460.1,0,0.088,0.113,5,3,2
13.01,326.22,300.8,25.41,0.792,0,200.0,6,0.734,0.466,4,2,3
8.94,339.33,327.75,11.58,0.703,0,7839.8,0,0.104,0.356,7,1,2
8.61,340.87,324.41,16.46,0.507,1,7660.2,0,0.229,0.235,11,1,2
18.62,327.73,313.64,14.08,0.77,1,608.7,6,0.413,0.598,5,4,3
46.99,340.54,312.46,28.08,0.79,0,94.1,1,0.264,0.756,2,2,0
33.83,357.95,318.53,39.42,0.851,0,57.0,1,0.932,0.416,2,11,1
12.01,301.96,287.62,14.33,0.528,0,2082.4,0,0.199,0.297,5,1,2
19.92,308.95,297.43,11.52,0.528,0,5743.9,0,0.025,0.218,9,2,2
3.95,315.04,302.61,12.44,0.73,0,14454.8,0,0.157,0.178,7,2,2
17.73,313.18,297.3,15.88,0.557,0,3072.3,0,0.021,0.315,7,1,2
10.44,330.95,285.16,45.79,0.86,1,389.2,1,0.825,0.46,4,9,1
6.2,313.85,300.19,13.66,0.65,0,10303.8,0,0.198,0.409,8,2,2
